chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr1	205686853	NUCKS1	ENST00000367142.4	2.1016297381432	1589	1287	1286	555	554	-4906	302	731	5460
chr1	205687036	NUCKS1	ENST00000367142.4	2.06811939205274	1406	1104	1103	372	371	-5089	302	731	5460
chr1	205687536	NUCKS1	ENST00000367142.4	1.82513661202186	906	604	603	-128	-129	-5589	302	731	5460
chr1	205688753	NUCKS1	ENST00000367142.4	1.59289617486339	736	434	433	-298	-299	-5759	302	731	5460
chr1	205689735	NUCKS1	ENST00000367142.4	1.37704918032787	578	276	275	-456	-457	-5917	302	731	5460
chr1	206770465	EIF2D	ENST00000271764.2	1.78233618233618	1581	1373	1372	-382	-383	-512	208	1754	129
chr1	206770465	EIF2D	ENST00000367114.3	1.7237888647867	1117	1001	1000	-382	-383	-515	116	1382	132
chr1	206784705	EIF2D	ENST00000271764.2	1.04501424501425	287	79	78	-1676	-1677	-1806	208	1754	129
chr1	206784705	EIF2D	ENST00000367114.3	1.05712219812003	195	79	78	-1304	-1305	-1437	116	1382	132
chr1	206821424	DYRK3	ENST00000367106.1	1.48096074985354	1293	821	820	-886	-887	-1035	472	1706	148
chr1	206821424	DYRK3	ENST00000367108.3	1.48096074985354	1099	821	820	-886	-887	-1118	278	1706	231
chr1	206821424	DYRK3	ENST00000367109.2	1.49858517260894	1048	881	880	-886	-887	-1114	167	1766	227
chr1	206906200	MAPKAPK2	ENST00000294981.4	2.98963730569948	2162	1877	1876	764	763	-8	285	1112	771
chr1	206906200	MAPKAPK2	ENST00000367103.3	2.08753993610224	1532	1340	1339	137	136	-1428	192	1202	1564
chr1	207222762	YOD1	ENST00000315927.4	1.62082139446036	696	650	649	-397	-398	-5568	46	1046	5170
chr1	207222762	YOD1	ENST00000367084.1	1.56612021857923	722	518	517	-397	-398	-5568	204	914	5170
chr1	207222786	YOD1	ENST00000315927.4	1.59789875835721	672	626	625	-421	-422	-5592	46	1046	5170
chr1	207222786	YOD1	ENST00000367084.1	1.53989071038251	698	494	493	-421	-422	-5592	204	914	5170
chr1	207222979	YOD1	ENST00000315927.4	1.41356255969436	479	433	432	-614	-615	-5785	46	1046	5170
chr1	207222979	YOD1	ENST00000367084.1	1.32896174863388	505	301	300	-614	-615	-5785	204	914	5170
chr1	209849490	G0S2	ENST00000367029.4	2.38010204081633	622	461	460	149	148	-243	161	311	391
chr1	210025024	DIEXF	ENST00000491415.2	2.03792088917947	2559	2503	2502	232	231	-5886	56	2270	6117
chr1	211486149	RCOR3	ENST00000367005.4	1.66465053763441	1129	989	988	-499	-500	-3116	140	1487	2616
chr1	211486149	RCOR3	ENST00000419091.2	1.69975932611312	1290	1163	1162	-499	-500	-750	127	1661	250
chr1	211486149	RCOR3	ENST00000452621.2	1.86148148148148	1335	1163	1162	-187	-188	-491	172	1349	303
chr1	211487084	RCOR3	ENST00000367005.4	1.98252688172043	1602	1462	1461	-26	-27	-2643	140	1487	2616
chr1	211487084	RCOR3	ENST00000367006.4	2.08905579399142	1675	1394	1393	83	82	-849	281	1310	931
chr1	211487084	RCOR3	ENST00000419091.2	1.98435619735259	1763	1636	1635	-26	-27	-277	127	1661	250
chr1	211546085	TRAF5	ENST00000261464.5	2.01827094474153	1768	1715	1714	41	40	-2203	53	1673	2243
chr1	211546085	TRAF5	ENST00000336184.2	2.0183199285076	1774	1715	1714	41	40	-2197	59	1673	2237
chr1	211546085	TRAF5	ENST00000367004.3	2.44086021505376	1774	1715	1714	41	40	-52	59	1673	92
chr1	211546085	TRAF5	ENST00000427925.2	2.2029702970297	1460	1397	1396	41	40	-161	63	1355	201
chr1	211749218	SLC30A1	ENST00000367001.4	1.67979002624672	1165	1036	1035	-488	-489	-4308	129	1523	3819
chr1	211836712	NEK2	ENST00000366999.4	2.08562691131498	1532	1394	1393	56	55	-598	138	1337	653
chr1	211836712	NEK2	ENST00000540251.1	2.19512195121951	1409	1265	1264	56	55	-231	144	1208	286
chr1	212274047	DTL	ENST00000366991.4	1.78203374373005	2028	1715	1714	-478	-479	-2544	313	2192	2065
chr1	212274047	DTL	ENST00000542077.1	1.76874697629415	1729	1589	1588	-478	-479	-800	140	2066	321
chr1	212617691	NENF	ENST00000366988.3	1.47976878612717	305	249	248	-270	-271	-636	56	518	365
chr1	212619420	NENF	ENST00000366988.3	2.19672131147541	647	591	590	72	71	-294	56	518	365
chr1	212792732	ATF3	ENST00000341491.4	1.6978021978022	645	381	380	-165	-166	-1387	264	545	1221
chr1	212792732	ATF3	ENST00000366985.1	1.56	294	210	209	-165	-166	-221	84	374	55
chr1	212792732	ATF3	ENST00000366987.2	1.6978021978022	513	381	380	-165	-166	-1382	132	545	1216
chr1	212793085	ATF3	ENST00000341491.4	2.15384615384615	998	734	733	188	187	-1034	264	545	1221
chr1	212793085	ATF3	ENST00000366987.2	2.1544782251438	866	734	733	188	187	-1029	132	545	1216
chr1	212793638	ATF3	ENST00000341491.4	2.6063829787234	1551	1287	1286	741	740	-481	264	545	1221
chr1	212793638	ATF3	ENST00000366987.2	2.6088742810189	1419	1287	1286	741	740	-476	132	545	1216
chr1	212988581	TATDN3	ENST00000366973.4	2.05681040383299	942	905	904	83	82	-1378	37	821	1460
chr1	212988581	TATDN3	ENST00000366974.4	2.05646258503401	1001	908	907	83	82	-1387	93	824	1469
chr1	212988581	TATDN3	ENST00000526641.1	2.32046332046332	896	845	844	83	82	-176	51	761	258
chr1	212988581	TATDN3	ENST00000531963.1	2.32452830188679	932	895	894	172	171	-358	37	722	529
chr1	212988581	TATDN3	ENST00000532324.1	2.18820861678005	1022	929	928	83	82	-358	93	845	440
chr1	213031808	FLVCR1	ENST00000366971.4	1.0083932853717	211	14	13	-1654	-1655	-5727	197	1667	4072
chr1	213071323	FLVCR1	ENST00000366971.4	2.6606923643506	4556	4359	4358	2691	2690	-1382	197	1667	4072
chr1	213168449	ANGEL2	ENST00000360506.2	1.94148936170213	1397	1062	1061	-66	-67	-2925	335	1127	2858
chr1	213168449	ANGEL2	ENST00000366962.3	1.95963302752294	1723	1569	1568	-66	-67	-2925	154	1634	2858
chr1	213168449	ANGEL2	ENST00000535388.1	2.72195121951219	1229	935	934	296	295	-114	294	638	409
chr1	213168449	ANGEL2	ENST00000540642.1	1.94749403341289	1571	1191	1190	-66	-67	-145	380	1256	78
chr1	213168449	ANGEL2	ENST00000544555.1	1.94148936170213	1764	1062	1061	-66	-67	-178	702	1127	111
chr1	213414652	RPS6KC1	ENST00000366959.3	1.56777251184834	1946	1797	1796	-1368	-1369	-3507	149	3164	2138
chr1	213414652	RPS6KC1	ENST00000366960.3	1.572633552015	1982	1833	1832	-1368	-1369	-3507	149	3200	2138
chr1	213414652	RPS6KC1	ENST00000543354.1	1.4750378214826	1482	942	941	-1041	-1042	-1549	540	1982	507
chr1	213414652	RPS6KC1	ENST00000543470.1	1.46666666666667	2014	1197	1196	-1368	-1369	-1518	817	2564	149
chr1	214814497	CENPF	ENST00000366955.3	1.30133761369716	2983	2816	2815	-6529	-6530	-7323	167	9344	793
chr1	214816045	CENPF	ENST00000366955.3	1.46698769395399	4531	4364	4363	-4981	-4982	-5775	167	9344	793
chr1	214818361	CENPF	ENST00000366955.3	1.58298555377207	5615	5448	5447	-3897	-3898	-4691	167	9344	793
chr1	214818726	CENPF	ENST00000366955.3	1.62204387372927	5980	5813	5812	-3532	-3533	-4326	167	9344	793
chr1	214819657	CENPF	ENST00000366955.3	1.72166934189406	6911	6744	6743	-2601	-2602	-3395	167	9344	793
chr1	214830381	CENPF	ENST00000366955.3	1.91931514178705	8758	8591	8590	-754	-755	-1548	167	9344	793
chr1	214830539	CENPF	ENST00000366955.3	1.93622257891921	8916	8749	8748	-596	-597	-1390	167	9344	793
chr1	214837205	CENPF	ENST00000366955.3	2.08564231738035	9580	9413	9412	68	67	-726	167	9344	793
chr1	214837276	CENPF	ENST00000366955.3	2.17506297229219	9651	9484	9483	139	138	-655	167	9344	793
chr1	215793521	KCTD3	ENST00000259154.4	1.82066993464052	2302	2009	2008	-439	-440	-1628	293	2447	1188
chr1	217793317	GPATCH2	ENST00000366934.3	1.51370468611848	691	581	580	-550	-551	-2526	110	1130	1975
chr1	217793317	GPATCH2	ENST00000366935.3	1.36609955891619	691	581	580	-1006	-1007	-5159	110	1586	4152
chr1	217793360	GPATCH2	ENST00000366934.3	1.47568523430592	648	538	537	-593	-594	-2569	110	1130	1975
chr1	217793360	GPATCH2	ENST00000366935.3	1.33900441083806	648	538	537	-1049	-1050	-5202	110	1586	4152
chr1	218504541	RRP15	ENST00000366932.3	2.015670342426	986	957	956	108	107	-6784	29	848	6891
chr1	220160547	EPRS	ENST00000366923.3	1.65543071161049	3244	2975	2974	-1564	-1565	-1769	269	4538	204
chr1	220160697	EPRS	ENST00000366923.3	1.62238378497466	3094	2825	2824	-1714	-1715	-1919	269	4538	204
chr1	220322307	RAB3GAP2	ENST00000358951.2	2.77281947261663	6584	6468	6467	2286	2285	-672	116	4181	2957
chr1	220835471	MARK1	ENST00000366917.4	1.98450586264657	2616	2351	2350	-37	-38	-329	265	2387	291
chr1	220835471	MARK1	ENST00000366918.4	1.98375054896794	2836	2240	2239	-37	-38	-2332	596	2276	2294
chr1	220835471	MARK1	ENST00000402574.1	1.98090815273478	2902	1901	1900	-37	-38	-2327	1001	1937	2289
chr1	220986843	MARC1	ENST00000366910.5	2.08556701030928	1282	1097	1096	83	82	-887	185	1013	969
chr1	220986899	MARC1	ENST00000366910.5	2.14329896907216	1338	1153	1152	139	138	-831	185	1013	969
chr1	220986961	MARC1	ENST00000366910.5	2.20721649484536	1400	1215	1214	201	200	-769	185	1013	969
chr1	220987024	MARC1	ENST00000366910.5	2.27216494845361	1463	1278	1277	264	263	-706	185	1013	969
chr1	220987530	MARC1	ENST00000366910.5	2.79381443298969	1969	1784	1783	770	769	-200	185	1013	969
chr1	222802340	MIA3	ENST00000344441.6	1.31062194269741	1786	1778	1777	-3946	-3947	-6336	8	5723	2389
chr1	222802340	MIA3	ENST00000344922.5	1.31062194269741	1802	1778	1777	-3946	-3947	-6339	24	5723	2392
chr1	222838930	MIA3	ENST00000340535.7	1.98685326547922	2499	2327	2326	-31	-32	-235	172	2357	203
chr1	222838930	MIA3	ENST00000344441.6	1.99458420684836	5701	5693	5692	-31	-32	-2421	8	5723	2389
chr1	222838930	MIA3	ENST00000344922.5	1.99458420684836	5717	5693	5692	-31	-32	-2424	24	5723	2392
chr1	222838963	MIA3	ENST00000340535.7	2.00980392156863	2532	2360	2359	2	1	-202	172	2357	203
chr1	222838963	MIA3	ENST00000344441.6	2.00083682008368	5734	5726	5725	2	1	-2388	8	5723	2389
chr1	222838963	MIA3	ENST00000344507.1	1.99600798403194	1499	1497	1496	-6	-7	-526	2	1502	519
chr1	222838963	MIA3	ENST00000344922.5	2.00083577099875	5750	5726	5725	2	1	-2391	24	5723	2392
chr1	223933066	CAPN2	ENST00000295006.5	1.23062291963861	793	485	484	-1618	-1619	-2779	308	2102	1160
chr1	223933066	CAPN2	ENST00000433674.2	1.13429641519529	486	251	250	-1618	-1619	-2777	235	1868	1158
chr1	223962632	CAPN2	ENST00000295006.5	2.06287683031869	2484	2176	2175	73	72	-1088	308	2102	1160
chr1	223962632	CAPN2	ENST00000433674.2	2.06298533218292	2177	1942	1941	73	72	-1086	235	1868	1158
chr1	223963315	CAPN2	ENST00000295006.5	2.65116279069767	3167	2859	2858	756	755	-405	308	2102	1160
chr1	223963315	CAPN2	ENST00000433674.2	2.65228645383952	2860	2625	2624	756	755	-403	235	1868	1158
chr1	223963351	CAPN2	ENST00000295006.5	2.68217054263566	3203	2895	2894	792	791	-369	308	2102	1160
chr1	223963351	CAPN2	ENST00000433674.2	2.68334771354616	2896	2661	2660	792	791	-367	235	1868	1158
chr1	224345427	FBXO28	ENST00000366862.5	1.9810298102981	1128	1086	1085	-21	-22	-4322	42	1106	4300
chr1	224345427	FBXO28	ENST00000424254.2	2.45161290322581	908	890	889	350	349	-425	18	539	774
chr1	224345578	FBXO28	ENST00000366862.5	2.03022552894676	1279	1237	1236	130	129	-4171	42	1106	4300
chr1	224345578	FBXO28	ENST00000424254.2	2.64645161290323	1059	1041	1040	501	500	-274	18	539	774
chr1	224345593	FBXO28	ENST00000366862.5	2.03371308997907	1294	1252	1251	145	144	-4156	42	1106	4300
chr1	224345593	FBXO28	ENST00000424254.2	2.6658064516129	1074	1056	1055	516	515	-259	18	539	774
chr1	224377920	DEGS1	ENST00000323699.4	1.74485596707819	889	724	723	-248	-249	-1211	165	971	962
chr1	224377920	DEGS1	ENST00000391877.3	1.74485596707819	794	724	723	-248	-249	-550	70	971	301
chr1	224380214	DEGS1	ENST00000323699.4	2.03530633437176	1171	1006	1005	34	33	-929	165	971	962
chr1	224380214	DEGS1	ENST00000391877.3	2.11258278145695	1076	1006	1005	34	33	-268	70	971	301
chr1	224415102	NVL	ENST00000281701.6	2.77397260273973	3056	2797	2796	226	225	-66	259	2570	291
chr1	224415102	NVL	ENST00000391875.2	2.77397260273973	2765	2479	2478	226	225	-66	286	2252	291
chr1	224415102	NVL	ENST00000469075.1	2.87937743190661	2534	2524	2523	226	225	-31	10	2297	256
chr1	224415239	NVL	ENST00000281701.6	2.30479452054795	2919	2660	2659	89	88	-203	259	2570	291
chr1	224415239	NVL	ENST00000340871.4	2.51744186046512	2347	2093	2092	89	88	-83	254	2003	171
chr1	224415239	NVL	ENST00000391875.2	2.30479452054795	2628	2342	2341	89	88	-203	286	2252	291
chr1	224415239	NVL	ENST00000469075.1	2.34630350194553	2397	2387	2386	89	88	-168	10	2297	256
chr1	224415239	NVL	ENST00000482491.1	2.51744186046512	2348	1832	1831	89	88	-83	516	1742	171
chr1	224576963	WDR26	ENST00000295024.6	2.12249253094323	2753	2119	2118	574	573	-4112	634	1544	4685
chr1	224576963	WDR26	ENST00000414423.2	2.12233589087809	2753	2560	2559	574	573	-4118	193	1985	4691
chr1	224577259	WDR26	ENST00000295024.6	2.05932565087495	2457	1823	1822	278	277	-4408	634	1544	4685
chr1	224577259	WDR26	ENST00000414423.2	2.05924978687127	2457	2264	2263	278	277	-4414	193	1985	4691
chr1	224577325	WDR26	ENST00000295024.6	2.04524114383269	2391	1757	1756	212	211	-4474	634	1544	4685
chr1	224577325	WDR26	ENST00000414423.2	2.04518329070759	2391	2198	2197	212	211	-4480	193	1985	4691
chr1	224577335	WDR26	ENST00000295024.6	2.04310712761417	2381	1747	1746	202	201	-4484	634	1544	4685
chr1	224577335	WDR26	ENST00000414423.2	2.04305200341006	2381	2188	2187	202	201	-4490	193	1985	4691
chr1	224577387	WDR26	ENST00000295024.6	2.03201024327785	2329	1695	1694	150	149	-4536	634	1544	4685
chr1	224577387	WDR26	ENST00000414423.2	2.03196930946292	2329	2136	2135	150	149	-4542	193	1985	4691
chr1	224577441	WDR26	ENST00000295024.6	2.02048655569782	2275	1641	1640	96	95	-4590	634	1544	4685
chr1	224577441	WDR26	ENST00000414423.2	2.02046035805627	2275	2082	2081	96	95	-4596	193	1985	4691
chr1	225589370	LBR	ENST00000272163.4	2.90782898389783	3578	3483	3482	1635	1634	-166	95	1847	1800
chr1	225589370	LBR	ENST00000338179.2	2.90833333333333	3608	3483	3482	1635	1634	-165	125	1847	1799
chr1	225590312	LBR	ENST00000272163.4	2.38478622987229	2636	2541	2540	693	692	-1108	95	1847	1800
chr1	225590312	LBR	ENST00000338179.2	2.385	2666	2541	2540	693	692	-1107	125	1847	1799
chr1	225685141	ENAH	ENST00000284563.6	2.8936170212766	2815	2790	2789	336	335	-40	25	2453	375
chr1	225685141	ENAH	ENST00000366843.2	2.48695652173913	2403	2049	2048	336	335	-354	354	1712	689
chr1	225685141	ENAH	ENST00000366844.3	2.03071297989031	2563	2112	2111	336	335	-10604	451	1775	10939
chr1	225685310	ENAH	ENST00000284563.6	2.44414893617021	2646	2621	2620	167	166	-209	25	2453	375
chr1	225685310	ENAH	ENST00000366843.2	2.24202898550725	2234	1880	1879	167	166	-523	354	1712	689
chr1	225685310	ENAH	ENST00000366844.3	2.01526508226691	2394	1943	1942	167	166	-10773	451	1775	10939
chr1	225977637	SRP9	ENST00000304786.7	2.52032520325203	948	837	836	576	575	-531	111	260	1106
chr1	225977637	SRP9	ENST00000366839.4	2.5728077232502	1064	961	960	712	711	-531	103	248	1242
chr1	226065273	TMEM63A	ENST00000366835.3	1.003300330033	278	8	7	-2416	-2417	-3819	270	2423	1402
chr1	226109604	PYCR2	ENST00000343818.6	1.51298026998962	642	494	493	-469	-470	-1046	148	962	576
chr1	226111869	PYCR2	ENST00000343818.6	0.610738255033557	90	-58	-59	-1021	-1022	-1598	148	962	576
chr1	226111869	RP4-559A3.7	ENST00000432920.2	0.654761904761905	109	-58	-59	-1138	-1139	-1515	167	1079	376
chr1	226175717	SDE2	ENST00000272091.7	1.74778761061947	1032	1014	1013	-342	-343	-2942	18	1355	2599
chr1	226176067	SDE2	ENST00000272091.7	1.48967551622419	682	664	663	-692	-693	-3292	18	1355	2599
chr1	226334181	ACBD3	ENST00000366812.5	2.06732263076126	1771	1717	1716	130	129	-1801	54	1586	1930
chr1	226334266	ACBD3	ENST00000366812.5	2.02330398757121	1686	1632	1631	45	44	-1886	54	1586	1930
chr1	226420063	LIN9	ENST00000328205.5	2.10342261904762	2361	1816	1815	139	138	-1205	545	1676	1343
chr1	226420063	LIN9	ENST00000366801.1	2.1039640987285	2020	1663	1662	139	138	-1198	357	1523	1336
chr1	226496884	LIN9	ENST00000328205.5	1.00298151460942	550	5	4	-1672	-1673	-3016	545	1676	1343
chr1	226496884	LIN9	ENST00000366801.1	0.879888268156425	314	-43	-44	-1567	-1568	-2904	357	1523	1336
chr1	226496884	LIN9	ENST00000481685.1	1.00340136054422	71	5	4	-1465	-1466	-1844	66	1469	378
chr1	226548874	PARP1	ENST00000366794.5	2.37321196358908	3475	3332	3331	287	286	-482	143	3044	768
chr1	226551734	PARP1	ENST00000366794.5	1.88538587848933	2839	2696	2695	-349	-350	-1118	143	3044	768
chr1	226553701	PARP1	ENST00000366794.5	1.80755336617406	2602	2459	2458	-586	-587	-1355	143	3044	768
chr1	226570794	PARP1	ENST00000366794.5	1.36190476190476	1245	1102	1101	-1943	-1944	-2712	143	3044	768
chr1	226573275	PARP1	ENST00000366794.5	1.30903119868637	1084	941	940	-2104	-2105	-2873	143	3044	768
chr1	227842206	ZNF678	ENST00000343776.5	1.16159695817491	599	255	254	-1323	-1324	-7956	344	1577	6632
chr1	227843594	ZNF678	ENST00000343776.5	2.00979948741143	1987	1643	1642	65	64	-6568	344	1577	6632
chr1	227935786	SNAP47	ENST00000366759.4	1.34695340501792	897	484	483	-911	-912	-1464	413	1394	552
chr1	227968382	SNAP47	ENST00000366759.4	2.01446654611212	1816	1403	1402	8	7	-545	413	1394	552
chr1	227968382	SNAP47	ENST00000366760.1	2.01446654611212	900	677	676	8	7	-545	223	668	552
chr1	227968586	SNAP47	ENST00000366759.4	2.38336347197107	2020	1607	1606	212	211	-341	413	1394	552
chr1	227968586	SNAP47	ENST00000366760.1	2.38336347197107	1104	881	880	212	211	-341	223	668	552
chr1	227968644	SNAP47	ENST00000366759.4	2.48824593128391	2078	1665	1664	270	269	-283	413	1394	552
chr1	227968644	SNAP47	ENST00000366760.1	2.48824593128391	1162	939	938	270	269	-283	223	668	552
chr1	227968724	SNAP47	ENST00000366759.4	2.63291139240506	2158	1745	1744	350	349	-203	413	1394	552
chr1	227968724	SNAP47	ENST00000366760.1	2.63291139240506	1242	1019	1018	350	349	-203	223	668	552
chr1	228285073	ARF1	ENST00000272102.5	1.32783882783883	321	179	178	-367	-368	-1563	142	545	1195
chr1	228285073	ARF1	ENST00000540651.1	1.32783882783883	406	179	178	-367	-368	-1565	227	545	1197
chr1	228285073	ARF1	ENST00000541182.1	1.32783882783883	440	179	178	-367	-368	-1565	261	545	1197
chr1	228285109	ARF1	ENST00000272102.5	1.39377289377289	357	215	214	-331	-332	-1527	142	545	1195
chr1	228285109	ARF1	ENST00000540651.1	1.39377289377289	442	215	214	-331	-332	-1529	227	545	1197
chr1	228285109	ARF1	ENST00000541182.1	1.39377289377289	476	215	214	-331	-332	-1529	261	545	1197
chr1	228285319	ARF1	ENST00000272102.5	1.52564102564103	429	287	286	-259	-260	-1455	142	545	1195
chr1	228285319	ARF1	ENST00000540651.1	1.52564102564103	514	287	286	-259	-260	-1457	227	545	1197
chr1	228285319	ARF1	ENST00000541182.1	1.52564102564103	548	287	286	-259	-260	-1457	261	545	1197
chr1	228285623	ARF1	ENST00000272102.5	1.83333333333333	597	455	454	-91	-92	-1287	142	545	1195
chr1	228285623	ARF1	ENST00000540651.1	1.83333333333333	682	455	454	-91	-92	-1289	227	545	1197
chr1	228285623	ARF1	ENST00000541182.1	1.83333333333333	716	455	454	-91	-92	-1289	261	545	1197
chr1	228285659	ARF1	ENST00000272102.5	1.8992673992674	633	491	490	-55	-56	-1251	142	545	1195
chr1	228285659	ARF1	ENST00000540651.1	1.8992673992674	718	491	490	-55	-56	-1253	227	545	1197
chr1	228285659	ARF1	ENST00000541182.1	1.8992673992674	752	491	490	-55	-56	-1253	261	545	1197
chr1	228285680	ARF1	ENST00000272102.5	1.93772893772894	654	512	511	-34	-35	-1230	142	545	1195
chr1	228285680	ARF1	ENST00000540651.1	1.93772893772894	739	512	511	-34	-35	-1232	227	545	1197
chr1	228285680	ARF1	ENST00000541182.1	1.93772893772894	773	512	511	-34	-35	-1232	261	545	1197
chr1	228285704	ARF1	ENST00000272102.5	1.98168498168498	678	536	535	-10	-11	-1206	142	545	1195
chr1	228285704	ARF1	ENST00000540651.1	1.98168498168498	763	536	535	-10	-11	-1208	227	545	1197
chr1	228285704	ARF1	ENST00000541182.1	1.98168498168498	797	536	535	-10	-11	-1208	261	545	1197
chr1	228286152	ARF1	ENST00000272102.5	2.36622073578595	1126	984	983	438	437	-758	142	545	1195
chr1	228286152	ARF1	ENST00000540651.1	2.36560934891486	1211	984	983	438	437	-760	227	545	1197
chr1	228286152	ARF1	ENST00000541182.1	2.36560934891486	1245	984	983	438	437	-760	261	545	1197
chr1	228286164	ARF1	ENST00000272102.5	2.37625418060201	1138	996	995	450	449	-746	142	545	1195
chr1	228286164	ARF1	ENST00000540651.1	2.37562604340568	1223	996	995	450	449	-748	227	545	1197
chr1	228286164	ARF1	ENST00000541182.1	2.37562604340568	1257	996	995	450	449	-748	261	545	1197
chr1	228286175	ARF1	ENST00000272102.5	2.38545150501672	1149	1007	1006	461	460	-735	142	545	1195
chr1	228286175	ARF1	ENST00000540651.1	2.38480801335559	1234	1007	1006	461	460	-737	227	545	1197
chr1	228286175	ARF1	ENST00000541182.1	2.38480801335559	1268	1007	1006	461	460	-737	261	545	1197
chr1	228286269	ARF1	ENST00000272102.5	2.46404682274247	1243	1101	1100	555	554	-641	142	545	1195
chr1	228286269	ARF1	ENST00000540651.1	2.46327212020033	1328	1101	1100	555	554	-643	227	545	1197
chr1	228286269	ARF1	ENST00000541182.1	2.46327212020033	1362	1101	1100	555	554	-643	261	545	1197
chr1	228288563	C1orf35	ENST00000272139.4	2.6725	1295	1061	1060	269	268	-131	234	791	399
chr1	228336120	GUK1	ENST00000312726.4	1.88215488215488	764	524	523	-70	-71	-319	240	593	248
chr1	228336120	GUK1	ENST00000366716.1	1.88215488215488	582	524	523	-70	-71	-357	58	593	286
chr1	228336120	GUK1	ENST00000366718.1	1.88215488215488	950	524	523	-70	-71	-324	426	593	253
chr1	228336120	GUK1	ENST00000366721.1	1.88333333333333	563	530	529	-70	-71	-125	33	599	54
chr1	228336120	GUK1	ENST00000366722.1	1.71056241426612	585	518	517	-211	-212	-264	67	728	52
chr1	228336120	GUK1	ENST00000366723.1	1.96955859969559	637	637	636	-20	-21	-206	0	656	185
chr1	228336120	GUK1	ENST00000366726.1	1.88215488215488	619	524	523	-70	-71	-253	95	593	182
chr1	228336120	GUK1	ENST00000366730.1	1.88215488215488	723	524	523	-70	-71	-213	199	593	142
chr1	228336120	GUK1	ENST00000391865.3	1.89345509893455	661	587	586	-70	-71	-328	74	656	257
chr1	228336438	GUK1	ENST00000312726.4	2.16064257028112	874	634	633	40	39	-209	240	593	248
chr1	228336438	GUK1	ENST00000366716.1	2.13937282229965	692	634	633	40	39	-247	58	593	286
chr1	228336438	GUK1	ENST00000366718.1	2.15748031496063	1060	634	633	40	39	-214	426	593	253
chr1	228336438	GUK1	ENST00000366721.1	2.72727272727273	673	640	639	40	39	-15	33	599	54
chr1	228336438	GUK1	ENST00000366722.1	1.97530864197531	778	711	710	-18	-19	-71	67	728	52
chr1	228336438	GUK1	ENST00000366723.1	2.48387096774194	747	747	746	90	89	-96	0	656	185
chr1	228336438	GUK1	ENST00000366726.1	2.21857923497268	729	634	633	40	39	-143	95	593	182
chr1	228336438	GUK1	ENST00000366728.2	1.84159779614325	623	611	610	-115	-116	-218	12	725	102
chr1	228336438	GUK1	ENST00000366730.1	2.27972027972028	833	634	633	40	39	-103	199	593	142
chr1	228336438	GUK1	ENST00000391865.3	2.15503875968992	771	697	696	40	39	-218	74	656	257
chr1	228336540	GUK1	ENST00000312726.4	2.57028112449799	976	736	735	142	141	-107	240	593	248
chr1	228336540	GUK1	ENST00000366716.1	2.49477351916376	794	736	735	142	141	-145	58	593	286
chr1	228336540	GUK1	ENST00000366718.1	2.55905511811024	1162	736	735	142	141	-112	426	593	253
chr1	228336540	GUK1	ENST00000366726.1	2.77595628415301	831	736	735	142	141	-41	95	593	182
chr1	228336540	GUK1	ENST00000366728.2	1.98209366391185	725	713	712	-13	-14	-116	12	725	102
chr1	228336540	GUK1	ENST00000366730.1	2.99300699300699	935	736	735	142	141	-1	199	593	142
chr1	228336540	GUK1	ENST00000391865.3	2.55038759689922	873	799	798	142	141	-116	74	656	257
chr1	228336605	GUK1	ENST00000312726.4	2.83132530120482	1041	801	800	207	206	-42	240	593	248
chr1	228336605	GUK1	ENST00000366716.1	2.7212543554007	859	801	800	207	206	-80	58	593	286
chr1	228336605	GUK1	ENST00000366718.1	2.81496062992126	1227	801	800	207	206	-47	426	593	253
chr1	228336605	GUK1	ENST00000366728.2	2.50485436893204	790	778	777	52	51	-51	12	725	102
chr1	228336605	GUK1	ENST00000391865.3	2.80232558139535	938	864	863	207	206	-51	74	656	257
chr1	228582090	TRIM11	ENST00000284551.6	2.30709426627794	2001	1723	1722	316	315	-713	278	1406	1028
chr1	228582090	TRIM11	ENST00000493030.2	2.3062015503876	5057	1348	1347	316	315	-716	3709	1031	1031
chr1	228582234	TRIM11	ENST00000284551.6	2.16715257531584	1857	1579	1578	172	171	-857	278	1406	1028
chr1	228582234	TRIM11	ENST00000493030.2	2.16666666666667	4913	1204	1203	172	171	-860	3709	1031	1031
chr1	228582574	TRIM11	ENST00000284551.6	1.88059701492537	1517	1239	1238	-168	-169	-1197	278	1406	1028
chr1	228582574	TRIM11	ENST00000493030.2	1.83720930232558	4573	864	863	-168	-169	-1200	3709	1031	1031
chr1	228676695	RNF187	ENST00000305943.7	1.25721784776903	852	98	97	-283	-284	-2164	754	380	1880
chr1	229460965	CCSAP	ENST00000284617.2	2.00402939085091	954	830	829	17	16	-4202	124	812	4218
chr1	229460965	CCSAP	ENST00000366686.1	2.00456989247312	695	488	487	17	16	-3703	207	470	3719
chr1	229460965	CCSAP	ENST00000366687.1	2.00402462121212	881	830	829	17	16	-4207	51	812	4223
chr1	229577564	NUP133	ENST00000261396.3	2.14356435643564	3649	3558	3557	87	86	-519	91	3470	605
chr1	229577651	NUP133	ENST00000261396.3	2	3562	3471	3470	0	-1	-606	91	3470	605
