chr	coord	gene_name	refseqID	rel_location	utr5_st	utr5_end	cds_st	cds_end	utr3_st	utr3_end	utr5_size	cds_size	utr3_size
chr14	23299145	MRPL52	ENST00000432849.3	1.07207207207207	33	24	23	-309	-310	-377	9	332	67
chr14	23299145	MRPL52	ENST00000553711.1	0.0844686648501362	30	-336	-337	-531	-532	-555	366	194	23
chr14	23299145	MRPL52	ENST00000555345.1	0.138157894736842	41	-262	-263	-457	-458	-853	303	194	395
chr14	23299145	MRPL52	ENST00000556840.1	0.0903954802259887	15	-161	-162	-356	-357	-382	176	194	25
chr14	23299145	MRPL52	ENST00000557221.1	0.0888030888030888	22	-236	-237	-392	-393	-899	258	155	506
chr14	23344898	LRP10	ENST00000359591.4	1.34593837535014	1431	741	740	-1401	-1402	-5454	690	2141	4052
chr14	39501361	SEC23A	ENST00000307712.6	2.82031842304776	3897	3380	3379	1082	1081	-237	517	2297	1318
chr14	39501361	SEC23A	ENST00000537403.1	2.81969696969697	3976	2774	2773	1082	1081	-238	1202	1691	1319
chr14	39536409	SEC23A	ENST00000307712.6	1.52001740644038	1712	1195	1194	-1103	-1104	-2422	517	2297	1318
chr14	39536409	SEC23A	ENST00000536508.1	1.410140562249	1017	817	816	-1175	-1176	-1667	200	1991	491
chr14	39536409	SEC23A	ENST00000537403.1	1.34810874704492	1791	589	588	-1103	-1104	-2423	1202	1691	1319
chr14	39536409	SEC23A	ENST00000545328.2	1.50113071008593	1332	1108	1107	-1103	-1104	-1401	224	2210	297
chr14	39650440	PNN	ENST00000216832.4	1.70891364902507	1593	1527	1526	-627	-628	-1982	66	2153	1354
chr14	54894544	CNIH1	ENST00000216416.4	1.97241379310345	526	423	422	-12	-13	-890	103	434	877
chr14	54894544	CNIH1	ENST00000395573.4	1.95876288659794	342	279	278	-12	-13	-890	63	290	877
chr14	54894544	CNIH1	ENST00000553660.1	1.9672131147541	383	354	353	-12	-13	-401	29	365	388
chr14	54894544	CNIH1	ENST00000557690.1	1.97515527950311	534	471	470	-12	-13	-303	63	482	290
chr14	55532547	MAPK1IP1L	ENST00000395468.4	2.21599281221923	2116	1940	1939	1202	1201	-4363	176	737	5564
chr14	56150959	KTN1	ENST00000395311.1	2.28991596638655	4177	4059	4058	138	137	-338	118	3920	475
chr14	56150959	KTN1	ENST00000395314.3	2.28991596638655	4279	4212	4211	138	137	-338	67	4073	475
chr14	56150959	KTN1	ENST00000413890.2	2.2875	4236	4059	4058	138	137	-342	177	3920	479
chr14	56150959	KTN1	ENST00000416613.1	2.36194029850746	4339	4268	4267	194	193	-342	71	4073	535
chr14	56150959	KTN1	ENST00000438792.2	2.28991596638655	4110	4041	4040	138	137	-338	69	3902	475
chr14	56150959	KTN1	ENST00000554507.1	2.87898089171975	2037	1926	1925	138	137	-19	111	1787	156
chr14	56150959	KTN1	ENST00000555573.1	2.29175475687104	1376	1143	1142	138	137	-335	233	1004	472
chr14	69846986	ERH	ENST00000557016.1	2.66093366093366	977	584	583	269	268	-138	393	314	406
chr14	69846987	ERH	ENST00000557016.1	2.65847665847666	976	583	582	268	267	-139	393	314	406
chr15	41059798	GCHFR	ENST00000260447.4	2.6991643454039	666	506	505	251	250	-108	160	254	358
chr15	41059798	GCHFR	ENST00000558467.1	2.6991643454039	676	455	454	251	250	-108	221	203	358
chr15	41059798	GCHFR	ENST00000559445.1	2.71714285714286	526	473	472	251	250	-99	53	221	349
chr15	41059798	GCHFR	ENST00000559932.1	2.85665529010239	652	455	454	251	250	-42	197	203	292
chr15	44063645	PDIA3	ENST00000300289.5	2.11111111111111	1894	1747	1746	229	228	-1832	147	1517	2060
chr15	44063645	PDIA3	ENST00000538521.1	2.71786833855799	2008	1687	1686	229	228	-90	321	1457	318
chr15	48634340	DUT	ENST00000331200.3	2.05019305019305	916	824	823	65	64	-1230	92	758	1294
chr15	48634340	DUT	ENST00000455976.2	2.05034856700232	708	560	559	65	64	-1226	148	494	1290
chr15	48634340	DUT	ENST00000558813.1	2.30232558139535	618	491	490	65	64	-150	127	425	214
chr15	48634340	DUT	ENST00000559540.1	2.73940020682523	1188	1147	1146	715	714	-252	41	431	966
chr15	49429628	COPS2	ENST00000299259.6	1.29563932002956	482	400	399	-953	-954	-1553	82	1352	599
chr15	49429628	COPS2	ENST00000388901.5	1.28453453453453	452	379	378	-953	-954	-3608	73	1331	2654
chr15	49429628	COPS2	ENST00000542928.1	1.1640350877193	212	187	186	-953	-954	-1367	25	1139	413
chr15	52841795	ARPP19	ENST00000249822.4	2.49808102345416	2946	2675	2674	2336	2335	-2354	271	338	4689
chr15	52841795	ARPP19	ENST00000561650.1	2.970502700457	3173	2627	2626	2336	2335	-71	546	290	2406
chr15	52841795	ARPP19	ENST00000566423.1	2.47780732256085	2808	2675	2674	2336	2335	-2553	133	338	4888
chr15	55473829	RSL24D1	ENST00000260443.4	2.38707280832095	1189	1013	1012	521	520	-825	176	491	1345
chr15	59961156	BNIP2	ENST00000267859.3	1.9105504587156	1284	1191	1190	-117	-118	-5040	93	1307	4922
chr15	59961156	BNIP2	ENST00000415213.2	1.89655172413793	1079	1014	1013	-117	-118	-429	65	1130	311
chr15	59961156	BNIP2	ENST00000607373.1	1.87619047619048	1030	828	827	-117	-118	-820	202	944	702
chr15	65868738	PTPLAD1	ENST00000261875.5	2.01065989847716	1275	1110	1109	21	20	-1949	165	1088	1969
chr15	65868738	PTPLAD1	ENST00000442729.2	2.08139534883721	1094	945	944	21	20	-237	149	923	257
chr15	65868738	PTPLAD1	ENST00000562901.1	2.07142857142857	1523	759	758	21	20	-273	764	737	293
chr15	65868738	PTPLAD1	ENST00000565299.1	2.175	1365	1224	1223	21	20	-99	141	1202	119
chr15	65868738	PTPLAD1	ENST00000566074.1	2.03645833333333	1102	759	758	21	20	-555	343	737	575
chr15	65868738	PTPLAD1	ENST00000566511.1	2.03511705685619	1204	759	758	21	20	-577	445	737	597
chr15	65868738	PTPLAD1	ENST00000568793.1	2.0307467057101	1161	1035	1034	21	20	-662	126	1013	682
chr15	65868738	PTPLAD1	ENST00000569894.1	2.06051873198847	1144	759	758	21	20	-326	385	737	346
chr15	65868950	PTPLAD1	ENST00000261875.5	2.11827411167513	1487	1322	1321	233	232	-1737	165	1088	1969
chr15	65868950	PTPLAD1	ENST00000442729.2	2.9031007751938	1306	1157	1156	233	232	-25	149	923	257
chr15	65868950	PTPLAD1	ENST00000562901.1	2.79251700680272	1735	971	970	233	232	-61	764	737	293
chr15	65868950	PTPLAD1	ENST00000566074.1	2.40451388888889	1314	971	970	233	232	-343	343	737	575
chr15	65868950	PTPLAD1	ENST00000566511.1	2.38963210702341	1416	971	970	233	232	-365	445	737	597
chr15	65868950	PTPLAD1	ENST00000568793.1	2.3411420204978	1373	1247	1246	233	232	-450	126	1013	682
chr15	65868950	PTPLAD1	ENST00000569894.1	2.67146974063401	1356	971	970	233	232	-114	385	737	346
chr15	72636387	HEXA	ENST00000268097.5	2.04821150855365	2124	1621	1620	31	30	-612	503	1589	642
chr15	72636387	HEXA	ENST00000566304.1	2.20529801324503	1674	1654	1653	31	30	-120	20	1622	150
chr15	72875964	ARIH1	ENST00000379887.4	2.08154717910815	2318	2005	2004	331	330	-3728	313	1673	4058
chr15	74744676	UBL7	ENST00000361351.4	1.30446194225722	451	348	347	-795	-796	-908	103	1142	112
chr15	74744676	UBL7	ENST00000395081.2	1.30446194225722	518	348	347	-795	-796	-908	170	1142	112
chr15	74744676	UBL7	ENST00000564488.1	1.30446194225722	569	348	347	-795	-796	-907	221	1142	111
chr15	74744676	UBL7	ENST00000565335.1	1.30446194225722	505	348	347	-795	-796	-908	157	1142	112
chr15	74744676	UBL7	ENST00000567435.1	1.30446194225722	811	348	347	-795	-796	-908	463	1142	112
chr15	91044844	IQGAP1	ENST00000268182.5	2.70444964871194	6601	6478	6477	1504	1503	-631	123	4973	2134
chr15	91425923	FURIN	ENST00000268171.3	2.51582278481013	3478	3200	3199	815	814	-765	278	2384	1579
chr16	97524	POLR3K	ENST00000293860.5	1.71253822629969	274	233	232	-94	-95	-1117	41	326	1022
chr16	2817163	SRRM2	ENST00000301740.8	1.80324494490858	7182	6634	6633	-1625	-1626	-2170	548	8258	544
chr16	14989393	NOMO1	ENST00000287667.7	1.97029163259744	3730	3560	3559	-109	-110	-624	170	3668	514
chr16	18794332	RPS15A	ENST00000322989.4	1.99745547073791	487	392	391	-1	-2	-1715	95	392	1713
chr16	18794332	RPS15A	ENST00000563390.1	1.99745547073791	470	392	391	-1	-2	-54	78	392	52
chr16	18794332	RPS15A	ENST00000565420.1	1.99745547073791	760	392	391	-1	-2	-41	368	392	39
chr16	18794332	RPS15A	ENST00000576436.1	2.97704918032787	2147	2124	2123	1788	1787	-42	23	335	1829
chr16	18803028	ARL6IP1	ENST00000304414.7	2.97662665824384	2369	2158	2157	1546	1545	-37	211	611	1582
chr16	28399530	EIF3CL	ENST00000380876.4	1.60837887067395	1792	1670	1669	-1075	-1076	-1292	122	2744	216
chr16	28399530	EIF3CL	ENST00000398943.3	1.60837887067395	1806	1670	1669	-1075	-1076	-1289	136	2744	213
chr16	28399530	EIF3CL	ENST00000398944.3	1.60837887067395	1758	1670	1669	-1075	-1076	-1294	88	2744	218
chr16	28837702	ATXN2L	ENST00000325215.6	1.19034179993728	773	607	606	-2582	-2583	-3014	166	3188	431
chr16	28837702	ATXN2L	ENST00000336783.4	1.18804213135068	773	607	606	-2621	-2622	-3593	166	3227	971
chr16	28837702	ATXN2L	ENST00000340394.8	1.19362041467305	818	607	606	-2528	-2529	-2988	211	3134	459
chr16	28837702	ATXN2L	ENST00000382686.4	1.19362041467305	773	607	606	-2528	-2529	-2965	166	3134	436
chr16	28837702	ATXN2L	ENST00000395547.2	1.1842744383728	773	607	606	-2687	-2688	-3207	166	3293	519
chr16	28837702	ATXN2L	ENST00000564304.1	1.18927346429685	771	607	606	-2600	-2601	-2742	164	3206	141
chr16	28837702	ATXN2L	ENST00000570200.1	1.19034179993728	614	607	606	-2582	-2583	-3020	7	3188	437
chr16	28883911	SH2B1	ENST00000322610.8	1.78467635402906	2220	1782	1781	-489	-490	-874	438	2270	384
chr16	28883911	SH2B1	ENST00000337120.5	1.88392857142857	5072	1782	1781	-234	-235	-970	3290	2015	735
chr16	28883911	SH2B1	ENST00000359285.5	1.86842105263158	2005	1782	1781	-270	-271	-1027	223	2051	756
chr16	28883911	SH2B1	ENST00000395532.4	1.88392857142857	2152	1782	1781	-234	-235	-376	370	2015	141
chr16	28883911	SH2B1	ENST00000538342.1	1.76785714285714	939	774	773	-234	-235	-592	165	1007	357
chr16	28883911	SH2B1	ENST00000545570.1	1.75935828877005	1038	852	851	-270	-271	-449	186	1121	178
chr16	47345317	ITFG1	ENST00000320640.6	1.4915715062534	1132	904	903	-935	-936	-2267	228	1838	1331
chr16	47345317	ITFG1	ENST00000544001.2	1.40501792114695	855	565	564	-830	-831	-993	290	1394	162
chr16	56396271	AMFR	ENST00000290649.5	2.37748798901853	2692	2482	2481	550	549	-907	210	1931	1456
chr16	58554701	CNOT1	ENST00000245138.4	2.60984848484848	3994	3845	3844	161	160	-103	149	3683	263
chr16	58554701	CNOT1	ENST00000317147.5	2.15988083416087	7624	7292	7291	161	160	-846	332	7130	1006
chr16	58554701	CNOT1	ENST00000569240.1	2.61216730038023	7557	7277	7276	161	160	-102	280	7115	262
chr16	69376048	NIP7	ENST00000254940.5	2.33790267306374	1435	1036	1035	493	492	-966	399	542	1458
chr16	69376048	NIP7	ENST00000254941.6	2.33953168044077	927	895	894	493	492	-959	32	401	1451
chr16	74506286	GLG1	ENST00000205061.5	1.57475083056478	2095	2076	2075	-1536	-1537	-1634	19	3611	97
chr16	74506286	GLG1	ENST00000447066.2	1.57082984073764	2060	2043	2042	-1536	-1537	-1565	17	3578	28
chr16	88804791	PIEZO1	ENST00000301015.9	1.09146180280201	938	692	691	-6874	-6875	-7133	246	7565	258
chr16	88876107	APRT	ENST00000378364.3	1.99815837937385	586	542	541	-1	-2	-360	44	542	358
chr16	88876107	APRT	ENST00000426324.2	2.01287553648069	433	408	407	3	2	-230	25	404	232
chr16	88876107	APRT	ENST00000563655.1	1.9978354978355	481	461	460	-1	-2	-227	20	461	225
chr17	2278920	SGSM2	ENST00000268989.3	1.70817490494297	2411	2235	2234	-921	-922	-2451	176	3155	1529
chr17	2278920	SGSM2	ENST00000426855.2	1.69513406156902	2274	2100	2099	-921	-922	-2459	174	3020	1537
chr17	2278920	SGSM2	ENST00000574563.1	1.7085020242915	2166	2100	2099	-864	-865	-1243	66	2963	378
chr17	4848196	RNF167	ENST00000262482.6	1.89078822412156	1593	938	937	-115	-116	-321	655	1052	205
chr17	4848196	RNF167	ENST00000571816.1	1.89078822412156	1437	938	937	-115	-116	-290	499	1052	174
chr17	4848196	RNF167	ENST00000572430.1	1.89078822412156	1241	938	937	-115	-116	-269	303	1052	153
chr17	4848196	RNF167	ENST00000575111.1	1.89078822412156	1466	938	937	-115	-116	-290	528	1052	174
chr17	4848196	RNF167	ENST00000576229.1	1.87869198312236	1164	833	832	-115	-116	-271	331	947	155
chr17	25639559	WSB1	ENST00000262394.2	2.12995245641838	1745	1430	1429	164	163	-1098	315	1265	1261
chr17	25639559	WSB1	ENST00000348811.2	2.31660231660232	1256	992	991	164	163	-354	264	827	517
chr17	27207030	FLOT2	ENST00000394906.2	2.44779771615008	2078	2001	2000	549	548	-677	77	1451	1225
chr17	27207030	FLOT2	ENST00000394908.4	2.44779771615008	1940	1836	1835	549	548	-677	104	1286	1225
chr17	27207030	FLOT2	ENST00000585169.1	2.45	1913	1836	1835	549	548	-671	77	1286	1219
chr17	34051476	AP2B1	ENST00000262325.7	2.27888153053716	4124	3572	3571	758	757	-1960	552	2813	2717
chr17	37357532	RPL19	ENST00000225430.4	1.12182741116751	133	72	71	-519	-520	-598	61	590	78
chr17	37357532	RPL19	ENST00000579260.1	1.11282051282051	468	66	65	-519	-520	-582	402	584	62
chr17	37357532	RPL19	ENST00000579374.1	1.10824742268041	91	63	62	-519	-520	-598	28	581	78
chr17	37357532	RPL19	ENST00000582193.1	1.11282051282051	200	66	65	-519	-520	-591	134	584	71
chr17	37564158	MED1	ENST00000300651.6	1.90939738727349	4539	4316	4315	-430	-431	-1304	223	4745	873
chr17	40142393	DNAJC7	ENST00000316603.7	1.24297646165528	401	320	319	-997	-998	-1066	81	1316	68
chr17	40142393	DNAJC7	ENST00000426588.3	1.24297646165528	522	320	319	-997	-998	-1251	202	1316	253
chr17	40142393	DNAJC7	ENST00000457167.4	1.32861952861953	724	488	487	-997	-998	-1297	236	1484	299
chr17	40359736	STAT5B	ENST00000293328.3	1.81091370558376	2085	1917	1916	-447	-448	-3017	168	2363	2569
chr17	40925491	VPS25	ENST00000253794.2	0.95	37	-2	-3	-533	-534	-1063	39	530	529
chr17	40993999	PSME3	ENST00000293362.3	2.18540614960991	1368	1208	1207	404	403	-1775	160	803	2178
chr17	40993999	PSME3	ENST00000441946.2	2.24664224664225	1709	1202	1201	404	403	-1234	507	797	1637
chr17	40993999	PSME3	ENST00000541124.1	2.54090399701158	1711	1496	1495	1448	1447	-1229	215	47	2676
chr17	40993999	PSME3	ENST00000545225.1	2.24322697170379	1824	986	985	404	403	-1257	838	581	1660
chr17	41345536	NBR1	ENST00000341165.6	1.48431575318856	1544	1405	1404	-1496	-1497	-3111	139	2900	1614
chr17	41345536	NBR1	ENST00000389312.4	1.48431575318856	1487	1405	1404	-1496	-1497	-3109	82	2900	1612
chr17	41345536	NBR1	ENST00000422280.1	1.48431575318856	1863	1405	1404	-1496	-1497	-3109	458	2900	1612
chr17	41345536	NBR1	ENST00000542611.1	1.53381066030231	1451	1342	1341	-1172	-1173	-1251	109	2513	78
chr17	41345536	NBR1	ENST00000589872.1	1.49928926794598	1473	1405	1404	-1409	-1410	-1623	68	2813	213
chr17	41345536	NBR1	ENST00000590996.1	1.48431575318856	1502	1405	1404	-1496	-1497	-1943	97	2900	446
chr17	43190972	PLCD3	ENST00000322765.5	1.77186311787072	1940	1827	1826	-540	-541	-1515	113	2366	974
chr17	46136242	NFE2L1	ENST00000357480.5	1.65859129654554	2072	1468	1467	-761	-762	-2599	604	2228	1837
chr17	46136242	NFE2L1	ENST00000361665.3	1.667104111986	2128	1525	1524	-761	-762	-2600	603	2285	1838
chr17	46136242	NFE2L1	ENST00000362042.3	1.67184131090987	2173	1558	1557	-761	-762	-2600	615	2318	1838
chr17	46136242	NFE2L1	ENST00000536222.1	1.58887088060508	1398	1090	1089	-761	-762	-773	308	1850	11
chr17	46136242	NFE2L1	ENST00000582155.1	1.56638176638177	1044	994	993	-761	-762	-953	50	1754	191
chr17	46136242	NFE2L1	ENST00000583378.1	1.55807200929152	994	961	960	-761	-762	-1056	33	1721	294
chr17	46136242	NFE2L1	ENST00000585291.1	1.65859129654554	1782	1468	1467	-761	-762	-2607	314	2228	1845
chr17	56082544	SRSF1	ENST00000258962.4	2.40035906642729	1178	970	969	223	222	-334	208	746	556
chr17	56082544	RP11-159D12.5	ENST00000578794.1	0.22257053291536	70	-248	-249	-437	-438	-640	318	188	202
chr17	56082544	SRSF1	ENST00000582730.2	2.23627984918308	1293	1170	1169	564	563	-1823	123	605	2386
chr17	66528409	PRKAR1A	ENST00000358598.2	2.78642455685257	3081	2965	2964	1819	1818	-494	116	1145	2312
chr17	66528409	PRKAR1A	ENST00000392711.1	2.78472821397757	3148	2965	2964	1819	1818	-499	183	1145	2317
chr17	66528409	PRKAR1A	ENST00000536854.2	2.78642455685257	3202	2965	2964	1819	1818	-494	237	1145	2312
chr17	66528409	PRKAR1A	ENST00000589228.1	2.60999329309188	3092	2965	2964	1819	1818	-1163	127	1145	2981
chr17	73164084	SUMO2	ENST00000314523.7	2.74309978768577	687	566	565	350	349	-121	121	215	470
chr17	73164084	SUMO2	ENST00000420826.2	2.3411306042885	786	638	637	350	349	-676	148	287	1025
chr17	73164350	SUMO2	ENST00000314523.7	2.17834394904459	421	300	299	84	83	-387	121	215	470
chr17	73164350	SUMO2	ENST00000420826.2	2.08187134502924	520	372	371	84	83	-942	148	287	1025
chr17	73164350	SUMO2	ENST00000578238.1	2.66666666666667	532	243	242	84	83	-42	289	158	125
chr17	74042264	SRP68	ENST00000307877.2	1.61252653927813	1315	1154	1153	-730	-731	-1333	161	1883	602
chr17	74042264	SRP68	ENST00000355113.5	1.53826691967109	1055	851	850	-730	-731	-885	204	1580	154
chr17	74042264	SRP68	ENST00000539137.1	1.58757062146893	1055	1040	1039	-730	-731	-1330	15	1769	599
chr17	74042264	SRP68	ENST00000602720.1	1.15801614763552	375	137	136	-730	-731	-1330	238	866	599
chr17	76849449	TIMP2	ENST00000262768.7	2.85501858736059	3261	2963	2962	2300	2299	-390	298	662	2689
chr17	76849449	TIMP2	ENST00000536189.2	2.85501858736059	3024	2732	2731	2300	2299	-390	292	431	2689
chr17	76849449	TIMP2	ENST00000585421.1	2.85501858736059	2954	2732	2731	2300	2299	-390	222	431	2689
chr17	76849449	TIMP2	ENST00000586057.1	2.85629188384214	3002	2732	2731	2300	2299	-386	270	431	2685
chr17	78079625	GAA	ENST00000302262.3	1.21825813221406	842	624	623	-2235	-2236	-2783	218	2858	547
chr17	78079625	GAA	ENST00000390015.3	1.21825813221406	767	624	623	-2235	-2236	-2781	143	2858	545
chr17	79213378	C17orf89	ENST00000431388.2	1.42222222222222	219	95	94	-130	-131	-395	124	224	264
chr17	79539100	NPLOC4	ENST00000331134.6	1.70935960591133	1511	1296	1295	-531	-532	-2903	215	1826	2371
chr17	79539100	NPLOC4	ENST00000374747.5	1.69902912621359	1425	1296	1295	-558	-559	-4112	129	1853	3553
chr17	79539100	NPLOC4	ENST00000539314.1	1.59299781181619	1395	813	812	-558	-559	-969	582	1370	410
chr18	211669	USP14	ENST00000261601.7	2.11509715994021	1960	1870	1869	385	384	-2960	90	1484	3344
chr18	211669	USP14	ENST00000383589.2	2.53997194950912	1839	1732	1731	385	384	-328	107	1346	712
chr18	32916548	ZNF24	ENST00000261332.6	2.12908366533865	1934	1755	1754	648	647	-4372	179	1106	5019
chr18	32916548	ZNF24	ENST00000399061.3	2.12947052947053	1924	1755	1754	648	647	-4357	169	1106	5004
chr18	32916548	ZNF24	ENST00000589881.1	2.36235913947022	3061	3058	3057	2476	2475	-4357	3	581	6832
chr18	44682553	IER3IP1	ENST00000256433.3	1.97991967871486	340	244	243	-5	-6	-1140	96	248	1134
chr18	44682553	IER3IP1	ENST00000588705.1	1.97991967871486	247	244	243	-5	-6	-313	3	248	307
chr19	282248	PPAP2C	ENST00000269812.3	1.69550173010381	652	603	602	-264	-265	-612	49	866	347
chr19	282248	PPAP2C	ENST00000434325.2	1.62231759656652	618	435	434	-264	-265	-307	183	698	42
chr19	12849368	ASNA1	ENST00000357332.3	1.19579751671442	218	205	204	-842	-843	-1061	13	1046	218
chr19	12849368	ASNA1	ENST00000591090.1	1.19579751671442	306	205	204	-842	-843	-1061	101	1046	218
chr19	19765470	ATP13A1	ENST00000357324.6	1.46887966804979	1721	1695	1694	-1920	-1921	-2139	26	3614	218
chr19	29698297	UQCRFS1	ENST00000304863.4	2.56028368794326	1405	983	982	158	157	-124	422	824	281
chr19	34685385	LSM14A	ENST00000433627.5	1.08908045977011	198	124	123	-1268	-1269	-3225	74	1391	1956
chr19	34685385	LSM14A	ENST00000540746.2	1.09771473601261	241	124	123	-1145	-1146	-1910	117	1268	764
chr19	34685385	LSM14A	ENST00000544216.3	1.08908045977011	200	124	123	-1268	-1269	-3395	76	1391	2126
chr19	40883948	PLD3	ENST00000356508.5	1.91038696537678	1463	1341	1340	-132	-133	-442	122	1472	309
chr19	40883948	PLD3	ENST00000409281.1	1.91038696537678	1672	1341	1340	-132	-133	-442	331	1472	309
chr19	40883948	PLD3	ENST00000409419.1	1.91038696537678	1531	1341	1340	-132	-133	-434	190	1472	301
chr19	40883948	PLD3	ENST00000409587.1	1.91038696537678	1737	1341	1340	-132	-133	-442	396	1472	309
chr19	40883948	PLD3	ENST00000409735.4	1.91038696537678	1697	1341	1340	-132	-133	-442	356	1472	309
chr19	49425944	NUCB1	ENST00000263273.5	2.31272294887039	1661	1649	1648	263	262	-578	12	1385	840
chr19	49425944	NUCB1	ENST00000405315.4	2.27742616033755	1982	1649	1648	263	262	-685	333	1385	947
chr19	49425944	NUCB1	ENST00000407032.1	2.17514124293785	1573	1510	1509	124	123	-584	63	1385	707
chr19	50372899	AKT1S1	ENST00000344175.5	2.31321184510251	1156	1046	1045	275	274	-603	110	770	877
chr19	50372899	AKT1S1	ENST00000391831.1	2.31572904707233	1428	1046	1045	275	274	-596	382	770	870
chr19	50372899	AKT1S1	ENST00000391832.3	2.31321184510251	1307	1046	1045	275	274	-603	261	770	877
chr19	50372899	AKT1S1	ENST00000391833.1	2.31285551763367	3035	1046	1045	275	274	-604	1989	770	878
chr19	50372899	AKT1S1	ENST00000391834.2	2.31500572737686	1771	1046	1045	275	274	-598	725	770	872
chr19	50372899	AKT1S1	ENST00000391835.1	2.31572904707233	2478	1106	1105	275	274	-596	1372	830	870
chr19	50372900	AKT1S1	ENST00000344175.5	2.3120728929385	1155	1045	1044	274	273	-604	110	770	877
chr19	50372900	AKT1S1	ENST00000391831.1	2.31458094144661	1427	1045	1044	274	273	-597	382	770	870
chr19	50372900	AKT1S1	ENST00000391832.3	2.3120728929385	1306	1045	1044	274	273	-604	261	770	877
chr19	50372900	AKT1S1	ENST00000391833.1	2.31171786120592	3034	1045	1044	274	273	-605	1989	770	878
chr19	50372900	AKT1S1	ENST00000391834.2	2.31386025200458	1770	1045	1044	274	273	-599	725	770	872
chr19	50372900	AKT1S1	ENST00000391835.1	2.31458094144661	2477	1105	1104	274	273	-597	1372	830	870
chr2	277814	ACP1	ENST00000272065.5	2.52093973442288	1079	987	986	510	509	-469	92	476	978
chr2	277814	ACP1	ENST00000272067.6	2.52093973442288	1082	987	986	510	509	-469	95	476	978
chr2	9725106	YWHAQ	ENST00000238081.3	2.2351598173516	1202	1047	1046	309	308	-1005	155	737	1313
chr2	9725106	YWHAQ	ENST00000381844.4	2.2351598173516	1210	1047	1046	309	308	-1005	163	737	1313
chr2	20237324	LAPTM4A	ENST00000175091.4	1.4045584045584	791	284	283	-418	-419	-973	507	701	554
chr2	25013226	PTRHD1	ENST00000328379.5	2.07976366322009	481	477	476	54	53	-623	4	422	676
chr2	27549694	GTF3C2	ENST00000264720.3	1.94444444444444	2870	2584	2583	-152	-153	-971	286	2735	818
chr2	27549694	GTF3C2	ENST00000359541.2	1.94444444444444	3013	2584	2583	-152	-153	-978	429	2735	825
chr2	36779889	FEZ2	ENST00000305852.7	2.46333333333333	1298	966	965	417	416	-483	332	548	899
chr2	36779889	FEZ2	ENST00000379245.4	2.46077348066298	1608	1560	1559	417	416	-488	48	1142	904
chr2	47387855	CALM2	ENST00000272298.7	2.0864553314121	667	510	509	60	59	-634	157	449	693
chr2	55806886	SMEK2	ENST00000272313.5	1.60871459694989	1724	1397	1396	-898	-899	-3517	327	2294	2618
chr2	55806886	SMEK2	ENST00000345102.5	1.5478431372549	1698	1397	1396	-1153	-1154	-2685	301	2549	1531
chr2	55806886	SMEK2	ENST00000407823.3	1.56927465362673	1733	1397	1396	-1057	-1058	-2590	336	2453	1532
chr2	56149571	EFEMP1	ENST00000355426.3	1.00337381916329	129	5	4	-1477	-1478	-1690	124	1481	212
chr2	56149571	EFEMP1	ENST00000394554.1	1.00337381916329	334	5	4	-1477	-1478	-2582	329	1481	1104
chr2	56149571	EFEMP1	ENST00000394555.2	1.00337381916329	440	5	4	-1477	-1478	-2583	435	1481	1105
chr2	56149571	EFEMP1	ENST00000424836.2	0.278571428571429	77	-202	-203	-1270	-1271	-1731	279	1067	460
chr2	65315278	RAB1A	ENST00000398529.3	2.56109324758842	924	739	738	349	348	-273	185	389	621
chr2	65315278	RAB1A	ENST00000409751.1	2.56109324758842	1059	871	870	349	348	-273	188	521	621
chr2	65315278	RAB1A	ENST00000409784.3	2.21306471306471	1157	967	966	349	348	-1289	190	617	1637
chr2	65315278	RAB1A	ENST00000409892.1	2.21306471306471	964	775	774	349	348	-1289	189	425	1637
chr2	68407680	PPP3R1	ENST00000234310.3	2.19705603038936	1331	928	927	415	414	-1691	403	512	2105
chr2	70507957	PCYOX1	ENST00000433351.2	2.9036588575941	4978	4951	4950	3433	3432	-366	27	1517	3798
chr2	74597857	DCTN1	ENST00000361874.3	1.24472243940579	1256	939	938	-2898	-2899	-3243	317	3836	344
chr2	74597857	DCTN1	ENST00000394003.3	1.24056603773585	1235	918	917	-2898	-2899	-3243	317	3815	344
chr2	74597857	DCTN1	ENST00000407639.2	1.15633187772926	919	537	536	-2898	-2899	-3242	382	3434	343
chr2	74597857	DCTN1	ENST00000409240.1	1.22312045270816	1139	828	827	-2883	-2884	-3225	311	3710	341
chr2	74597857	DCTN1	ENST00000409438.1	1.15701754385965	919	537	536	-2883	-2884	-3225	382	3419	341
chr2	74597857	DCTN1	ENST00000409868.1	1.23548130469372	977	888	887	-2883	-2884	-3224	89	3770	340
chr2	131807076	FAM168B	ENST00000409185.1	2.64545652647636	3657	3550	3549	2962	2961	-1627	107	587	4588
chr2	132249915	MZT2A	ENST00000309451.6	1.07337526205451	80	35	34	-442	-443	-543	45	476	100
chr2	136678109	DARS	ENST00000264161.4	1.5796812749004	1088	873	872	-633	-634	-1272	215	1505	638
chr2	136678109	DARS	ENST00000537273.1	1.47512437810945	838	573	572	-633	-634	-687	265	1205	53
chr2	171818195	GORASP2	ENST00000234160.4	1.62251655629139	1660	846	845	-513	-514	-1512	814	1358	998
chr2	171818195	GORASP2	ENST00000452526.2	1.63225806451613	969	882	881	-513	-514	-1006	87	1394	492
